,text_token
1851,"['bangelahayworth', 'angela', 'see', 'sent', 'colleague', 'dan', 'get', 'back', 'christie']"
1852,"['brachael_crofts', 'hey', 'rachael', 'thanks', 'tweet', 'get', 'back', 'manaxe2x80xa6', 'httpstcooc9holfbc2']"
1853,"['bsophied_85', 'sophie', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'june', '2020xe2x80xa6', 'httpstco4htmk5qhnx']"
1854,"['bdobtastic', 'you', 'would', 'send', 'post', 'here', 'web', 'page', 'informationxe2x80xa6', 'httpstcob0ncffa95c']"
1855,"['blili2', 'youre', 'problem', 'generally', 'manage', 'money', 'youxe2x80x99ll', 'find', 'helpful', 'advice', 'money', 'woxe2x80xa6', 'httpstcogyqb2nuwj5']"
1856,"['blili2', 'think', 'could', 'financially', 'impact', 'covid19', 'call', '0800', '046', '8324', 'find', 'canxe2x80xa6', 'httpstcoasapcbkiqf']"
1857,"['blili2', 'hello', 'jaxnnwe', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'june', '2020', 'xe2x80x93', 'wxe2x80xa6', 'httpstcocysrat8jjb']"
1858,"['bharris_5family', 'hello', 'harris', 'please', 'come', 'facebook', 'messenger', 'want', 'help', 'find', 'best', 'next', 'stexe2x80xa6', 'httpstcowfb7umpmfb']"
1859,"['bdialsquare10', 'hello', 'able', 'arrange', 'callback', 'security', 'reason', 'please', 'come', 'txe2x80xa6', 'httpstco5kkbmcyqeg']"
1860,"['bsmithywannabe', 'hello', 'niknnplease', 'come', 'character', 'count', 'high', 'informationnnross', 'httpstcompqb4etryv']"
1861,"['bsamdmorgan', 'sam', 'wexe2x80x99ve', 'fix', 'issue', 'today', 'please', 'clear', 'cache', 'cooky', 'log', 'yxe2x80xa6', 'httpstcouapoqdopzx']"
1862,"['bluckymercenary', 'trouble', 'online', 'banking', 'pop', 'chat', 'brogan']"
1863,"['ba_cameron19', 'annabel', 'please', 'send', 'call', 'get', 'help', 'herexe2x80xa6', 'httpstcoussj0z0ksf']"
1864,"['bshaunimctaggart', 'shauni', 'notice', 'tweet', 'would', 'like', 'help', 'please', 'send', 'littlexe2x80xa6', 'httpstcou9jcefrhmd']"
1865,"['bjetsetninja', 'hey', 'jetset', 'message', 'huge', 'apology', 'long', 'wait', 'busy', 'due', 'imxe2x80xa6', 'httpstcodiglnjmaew']"
1866,"['besmith206', 'hey', 'eric', 'thanks', 'message', 'huge', 'apology', 'long', 'wait', 'busy', 'due', 'impactxe2x80xa6', 'httpstcobsakvdzcww']"
1867,"['bsonia63962271', 'youre', 'problem', 'generally', 'manage', 'money', 'youxe2x80x99ll', 'find', 'helpful', 'advice', 'ourxe2x80xa6', 'httpstcohbtja1qveq']"
1868,"['bsonia63962271', 'think', 'could', 'financially', 'impact', 'covid19', 'call', '0800', '046', '8324', 'find', 'howxe2x80xa6', 'httpstcolosipwgmyk']"
1869,"['bsonia63962271', 'hello', 'soniannwe', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'junxe2x80xa6', 'httpstcoyohrzgoso5']"
1870,"['bkep212', 'also', 'due', 'covid', '19', 'global', 'lock', 'down', 'digital', 'team', 'available', 'phonxe2x80xa6', 'httpstcokpjvv65yye']"
1871,"['bkep212', 'hello', 'kate', 'experience', 'high', 'call', 'volume', 'also', 'consider', 'health', 'stafxe2x80xa6', 'httpstcoymc7qie3ax']"
1872,"['bchristianrad', 'christian', 'ixe2x80x99m', 'hold', 'long', 'try', 'get', 'mxe2x80xa6', 'httpstconiq0rm1esv']"
1873,"['bflutterbyplant', 'flutts', 'send', 'little', 'information', 'device', 'exxe2x80xa6', 'httpstcos0g58refbz']"
1874,"['bcphelan', 'chris', 'really', 'respond', 'were', 'certainly', 'ignore', 'reaxe2x80xa6', 'httpstcoktwk7qwlpe']"
1875,"['bnat1811', 'natalie', 'really', 'respond', 'weve', 'really', 'busy', 'recently', 'youxe2x80xa6', 'httpstcodeh5xbssme']"
1876,"['bmatt93671000', 'hello', 'matt', 'want', 'help', 'line', 'open', 'however', 'due', 'high', 'call', 'volume', 'waxe2x80xa6', 'httpstcopo99h6lbrb']"
1877,"['bhayleyalysmua', 'hello', 'hayley', 'certainly', 'understand', 'frustration', 'wait', 'time', 'know', 'idxe2x80xa6', 'httpstcojltojgdo40']"
1878,"['bcoombem1978', 'barclaysib', 'hello', 'matty', 'mail', 'room', 'operational', 'due', 'situation', 'take', 'long', 'toxe2x80xa6', 'httpstcomrhhgxtgld']"
1879,"['b1guyfromhalton', 'complaint', 'ongoing', 'touch', 'soon', 'possible', 'discus', 'ramona']"
1880,"['btrentonspear', 'trenton', 'reply', 'id', 'like', 'see', 'help', 'could', 'let', 'mexe2x80xa6', 'httpstco0yq8h8c1mi']"
1881,"['bbrrrrraaaddders', 'ive', 'reply', 'youve', 'sent', 'look', 'help', 'steven', 'b']"
1882,"['bhelloscottsdale', 'know', 'ideal', 'wait', 'long', 'urgent', 'dont', 'clxe2x80xa6', 'httpstcoz0bzf7stfk']"
1883,"['bhelloscottsdale', 'hello', 'scott', 'want', 'give', 'hand', 'youre', 'look', 'close', 'credit', 'card', 'accouxe2x80xa6', 'httpstcowez1tfx9og']"
1884,"['bsi_p', 'hello', 'simon', 'know', 'wait', 'long', 'really', 'frustrating', 'especially', 'take', 'care', 'axe2x80xa6', 'httpstcolft1ly69zx']"
1885,"['babuleyse', 'hello', 'abu', 'see', 'youre', 'struggle', 'connect', 'the', 'wait', 'time', 'really', 'high', 'knowxe2x80xa6', 'httpstcolulwx0q5jn']"
1886,"['bkei_maye', 'glad', 'sort', 'look', 'bring', 'maybe', 'make', 'change', 'hxe2x80xa6', 'httpstco18ixmgb1sf']"
1887,"['bfrancesca95_', 'oh', 'sound', 'like', 'youve', 'bit', 'nightmare', 'as', 'imagine', 'due', 'current', 'gloxe2x80xa6', 'httpstcoviohai7oe8']"
1888,"['blynnelliotesq', 'can', 'let', 'know', 'help', 'ill', 'best', 'point', 'thexe2x80xa6', 'httpstco1r3qsqanmb']"
1889,"['blynnelliotesq', 'lynn', 'response', 'weve', 'busy', 'assure', 'arxe2x80xa6', 'httpstcow3lctzbihy']"
1890,"['bgeraldinewan', 'geraldine', 'reply', 'wed', 'speak', 'phone', 'sort', 'thixe2x80xa6', 'httpstcojbo5h6mi1a']"
1891,"['bbertismalls', 'certainly', 'understand', 'frustrate', 'wait', 'without', 'know', 'wait', 'time', 'please', 'letxe2x80xa6', 'httpstcoipm9ob6gqy']"
1892,"['bchrissieshephe1', 'hey', 'chrissie', 'thanks', 'message', 'get', 'we', 'arent', 'lookingxe2x80xa6', 'httpstcoqgnnqtacya']"
1893,"['biamemilymatthew', 'perfect', 'hope', 'enjoy', 'rest', 'day', 'thank', 'time', 'wexe2x80x99re', '247', 'youxe2x80xa6', 'httpstcotmb9v2ixd9']"
1894,"['bemilyoflanagan', 'we', 'look', 'online', 'soon', 'possible', 'please', 'keep', 'eye', 'website', 'update', 'brogan']"
1895,"['btonyragg', 'veloessex', 'hey', 'tony', 'late', 'reply', 'message', 'incredibly', 'busy', 'youxe2x80xa6', 'httpstcot7srbhc7vx']"
1896,"['bdogheads1', 'hear', 'happen', 'id', 'like', 'understand', 'little', 'see', 'there', 'anxe2x80xa6', 'httpstcot9bligpxjy']"
1897,"['bfor', 'information', 'upcoming', 'barclaycard', 'payment', 'holiday', 'please', 'visit', 'website', 'httpstcov1ve4tmzfp', 'httpstco8vexvkfcpn']"
1898,"['bcalliehopkins16', 'the', '404', 'error', 'see', 'fix', 'want', 'try', 'callie', 'doesntxe2x80xa6', 'httpstcohxdjkl5d0o']"
1899,"['bkathgreenphoto', 'sorry', 'katherine', 'the', '404', 'error', 'see', 'fix', 'want', 'tryxe2x80xa6', 'httpstcopfm9rsmxm4']"
1900,"['breadingbug68', 'hey', 'melanie', 'via', 'online', 'banking', 'secure', 'message', 'normal', 'time', 'scale', 'would', '48', 'woxe2x80xa6', 'httpstcoabm7zvgbyz']"
1901,"['barranandjules1', 'hey', 'julie', 'late', 'reply', 'message', 'wait', 'time', 'youve', 'experience', 'xe2x80xa6', 'httpstcoia3y0r2zjw']"
1902,"['btrigster_1', 'hey', 'colin', 'reply', 'weve', 'super', 'busy', 'have', 'manage', 'speaxe2x80xa6', 'httpstco2esz6pgxn4']"
1903,"['bdingbanks', 'asda', 'transaction', 'decline', 'daniel', 'youll', 'give', 'call', '0800', '151', '09xe2x80xa6', 'httpstco45dxd1b40t']"
1904,"['bsrpnor', 'no', 'worry', 'steve', 'change', 'mind', 'let', 'know', 'take', 'care', 'stay', 'safe', 'dan']"
1905,"['biamemilymatthew', 'emily', 'sorry', 'late', 'reply', 'come', 'back', 'direct', 'afrxe2x80xa6', 'httpstcois42b1d0va']"
1906,"['bafricanfreckles', 'hey', 'natasha', 'few', 'colleague', 'usual', 'answer', 'phone', 'right', 'corxe2x80xa6', 'httpstcoag2hs2okfn']"
1907,"['bbreezergalway', 'hold', 'get', 'back', 'wexe2x80x99re', 'work', 'online', 'application', 'formxe2x80xa6', 'httpstcoezit9uipfh']"
1908,"['brhydd1', 'dave', 'sorry', 'youre', 'issue', 'access', 'account', 'online', 'you', 'speak', 'digxe2x80xa6', 'httpstco64waeg4esx']"
1909,"['bsrpnor', 'steve', 'sorry', 'take', 'long', 'come', 'back', 'extremely', 'busy', 'social', 'medxe2x80xa6', 'httpstco2qiifrc6ja']"
1910,"['bgem43184781', 'gem', 'raise', 'dispute', 'take', 'look', 'link', 'option', 'andxe2x80xa6', 'httpstcoaixt0zysef']"
1911,"['bmatt140685831', 'matt', 'payment', 'fraudulent', 'raise', 'online', 'often', 'without', 'get', 'pxe2x80xa6', 'httpstcozwhd7a8bjr']"
1912,"['btravelsofalan', 'alan', 'ignore', 'super', 'busy', 'wexe2x80x99re', 'work', 'online', 'application', 'formxe2x80xa6', 'httpstco5wuf7jcd0i']"
1913,"['braavigupta4', 'really', 'glad', 'youve', 'manage', 'get', 'sort', 'raavi', 'take', 'care', 'stay', 'safe', 'dan']"
1914,"['btshilham', 'tam', 'reach', 'your', 'partner', 'would', 'call', 'customer', 'service', 'discuss', 'thisxe2x80xa6', 'httpstcoltcfxefdc1']"
1915,"['bcaterinaamato8', '22', 'one', 'sending', 'back', 'bank', 'would', 'call', '0800', '151', '0900', 'bxe2x80xa6', 'httpstcozjoqz6iuep']"
1916,"['b79neb79', 'hey', 'get', 'back', 'wexe2x80x99re', 'actually', 'work', 'online', 'applxe2x80xa6', 'httpstcoxchlbett4d']"
1917,"['bcaterinaamato8', 'caterina', 'youve', 'make', 'manual', 'payment', 'direct', 'debit', 'place', 'happen', 'depenxe2x80xa6', 'httpstcolzb18zmpiz']"
1918,"['bneilthompson', 'hey', 'neil', 'get', 'back', 'appreciate', 'completely', 'beenxe2x80xa6', 'httpstcotuyrfxie61']"
1919,"['bjustmeinnit', 'hesyms', 'thats', 'great', 'news', 'kel', 'thanks', 'come', 'back', 'let', 'know', 'take', 'care', 'stay', 'safe', 'dan']"
1920,"['balexszaborl', 'apologies', 'alex', 'cant', 'help', 'via', 'social', 'medium', 'secure', 'channel', 'you', 'would', 'nxe2x80xa6', 'httpstcoat9ef3gfpu']"
1921,"['bjustmeinnit', 'hesyms', 'you', 'speak', 'advisor', 'kel', 'eventually', 'get', 'agent', 'bxe2x80xa6', 'httpstco0z0hhhdqss']"
1922,"['bgeorgiaabarberr', 'georgia', 'cannot', 'make', 'outbound', 'call', 'busy', 'channel', 'afrxe2x80xa6', 'httpstcojqfymdjc6u']"
1923,"['bclarelkelly82', 'youd', 'best', 'call', 'team', '0800', '151', '0900', 'help', 'process', 'the', 'team', 'avaxe2x80xa6', 'httpstcorwd8par80e']"
1924,"['braavigupta4', 'in', 'case', 'raavi', 'stump', 'allow', 'dispute', 'the', 'process', 'isxe2x80xa6', 'httpstcoognlrhin8m']"
1925,"['bnadyashamsuddin', 'barclaysuknews', 'barclaysldn', 'nadya', 'youre', 'hold', 'we', 'answer', 'call', 'quicklyxe2x80xa6', 'httpstcoq6dzadmizw']"
1926,"['beegleton', 'respond', 'ellie', 'xf0x9fx98x8athanks', 'dean']"
1927,"['braavigupta4', 'can', 'please', 'sadvise', 'cant', 'online', 'raavi', 'issue', 'log', 'accoxe2x80xa6', 'httpstcouu9aspdix7']"
1928,"['bashhcohenn', 'well', 'reply', 'soon', 'able', 'ash', 'nikki']"
1929,"['bashhcohenn', 'ok', 'ash', 'id', 'recommend', 'either', 'write', 'close', 'account', 'wait', 'situatxe2x80xa6', 'httpstco1q4eboowkg']"
1930,"['brebecca02312589', 'rebecca', 'youre', 'issue', 'our', 'team', '0800', '151', '0900', 'able', 'help', 'thaxe2x80xa6', 'httpstco1si5qamtj6']"
1931,"['bashhcohenn', 'ash', 'staff', 'work', 'due', 'impact', 'staffing', 'level', 'customer', 'woxe2x80xa6', 'httpstcopi2xdpdi1i']"
1932,"['bshelltc25', 'hey', 'shelley', 'take', 'look', 'link', 'advice', 'httpstcodnd2pevsi6', 'nikki']"
1933,"['blouisexwilkes', 'hey', 'louise', 'wait', 'time', 'youve', 'experience', 'call', 'much', 'few', 'colleaxe2x80xa6', 'httpstco6top6adgdj']"
1934,"['bfar_ah94', 'fara', 'not', 'right', 'dont', 'worry', 'weve', 'get', 'cover', 'you', 'turn', 'compatible', 'android', 'handsexe2x80xa6', 'httpstcokp95cgebkq']"
1935,"['b_johnburrows', 'rich_erd', 'we', 'really', 'dont', 'account', 'mute', 'john', 'were', 'busy', 'take', 'thisxe2x80xa6', 'httpstco0qn3yvqlij']"
1936,"['bnatashawhiting', 'natasha', 'youre', 'hold', 'the', 'wait', 'time', 'due', 'impact', 'corona', 'virus', 'oxe2x80xa6', 'httpstco25gzps6egp']"
1937,"['bluebyloo', 'lu', 'can', 'drop', 'quick', 'button', 'include', 'postcode', 'best', 'numbxe2x80xa6', 'httpstconrenmyop2y']"
1938,"['brobot1066', 'ill', 'reply', 'shortly', 'nikki']"
1939,"['btlaindon1', 'tariela', 'advise', 'late', 'payment', 'charge', 'cash', 'advance', 'charge', 'interest', 'still', 'accruedxe2x80xa6', 'httpstcomm4uzd1pwn']"
1940,"['bgavajones', '22', 'youd', 'best', 'call', '0800', '151', '0900', 'team', 'busy', 'wait', 'time', 'exe2x80xa6', 'httpstcodblz0vxxeu']"
1941,"['bgavajones', 'our', 'app', 'team', 'currently', 'unable', 'support', 'thats', 'something', 'look', 'theyre', 'back', 'axe2x80xa6', 'httpstco7gihebig53']"
1942,"['bstevenbarr321', 'steven', 'update', 'check', 'link', 'theres', 'information', 'plan', 'repaymenxe2x80xa6', 'httpstcoh3pbrettv4']"
1943,"['bsetting', 'direct', 'debit', 'mean', 'donxe2x80x99t', 'worry', 'remember', 'pay', 'bill', 'could', 'usefulxe2x80xa6', 'httpstcolzvwwqvz2g']"
1944,"['b466gw', 'there', 'sorry', 'late', 'reply', 'come', 'back', 'transaction', 'dont', 'recognxe2x80xa6', 'httpstcoadcgsa8ryr']"
1945,"['braavigupta4', '22', 'best', 'help', 'put', 'customer', 'mind', 'rest', 'thats', 'advise', 'print', 'thxe2x80xa6', 'httpstcodd6zncjkap']"
1946,"['braavigupta4', 'raavi', 'apology', 'hope', 'understand', 'due', 'circumstance', 'work', 'harxe2x80xa6', 'httpstcowmrwmhguwl']"
1947,"['bclarelkelly82', 'hey', 'clare', 'get', 'back', 'weve', 'super', 'busy', 'across', 'channelsxe2x80xa6', 'httpstco5nnucwfkpj']"
1948,"['bcolhamil', 'colin', 'dispute', 'process', 'take', 'however', 'dispute', 'case', 'isxe2x80xa6', 'httpstcocjczwbcmrk']"
1949,"['bbrownstone1892', '22', 'reason', 'try', 'get', 'log', 'ill', 'see', 'alternative', 'mexe2x80xa6', 'httpstcohw8klkunao']"
1950,"['bbrownstone1892', 'carl', 'youre', 'issue', 'get', 'access', 'online', 'account', 'unfortunately', 'txe2x80xa6', 'httpstcofxjar5qu1c']"
1951,"['bgavajones', 'gavin', 'youre', 'able', 'see', 'have', 'try', 'check', 'online', 'account', 'nikki']"
1952,"['brussb4', 'ive', 'do', 'russell', 'manage', 'stay', 'strong', 'what', 'would', 'suggest', 'play', 'instead', 'ill', 'see', 'canxe2x80xa6', 'httpstco760oitz1p9']"
1953,"['bamandam74063824', 'just', 'enter', '16', 'digit', 'card', 'number', 'reference', 'dont', 'put', 'space', 'character', 'inxe2x80xa6', 'httpstco1tkcgr4i7m']"
1954,"['bsecondgengamer', 'hey', 'pau', 'late', 'reply', 'busy', 'moment', 'youre', 'still', 'need', 'hexe2x80xa6', 'httpstcoyeji1cphrn']"
1955,"['bmikedenaro1', 'mikey', 'ill', 'reply', 'nikki']"
1956,"['bdamnrightuk', 'mike', 'sorry', 'secure', 'channel', 'cant', 'help', 'reason', 'yxe2x80xa6', 'httpstcowxpwltqt1m']"
1957,"['bgj4man', 'dont', 'know', 'current', 'service', 'level', 'depending', 'query', 'relate', 'couldxe2x80xa6', 'httpstcoy6xqgglqql']"
1958,"['bkierans1989', 'so', 'late', 'reply', 'kieran', 'incredibly', 'busy', 'moment', 'ahh', 'see', 'youre', 'lookingxe2x80xa6', 'httpstcoiabnqeho2u']"
1959,"['bbrunokirby', '22', 'day', 'week', '8am', '8pm', '0800', '151', '0900', 'pop', 'request', 'write', 'followxe2x80xa6', 'httpstcoyvy6h0qjd8']"
1960,"['bbrunokirby', 'drew', 'current', 'moment', 'time', 'due', 'covid19', 'really', 'busy', 'across', 'al', 'channel', 'especiallxe2x80xa6', 'httpstcotfhq0kqtpq']"
1961,"['bamandam74063824', 'amanda', 'pay', 'via', 'bank', 'secure', 'were', 'secure', 'channel', 'meant', 'sorry', 'txe2x80xa6', 'httpstcod2ruwyqvxg']"
1962,"['bsharky7771', 'hey', 'late', 'reply', 'weve', 'incredibly', 'busy', 'recently', 'appreciate', 'patiencexe2x80xa6', 'httpstcor3vugnfuff']"
1963,"['brussb4', 'patience', 'one', 'russell', 'really', 'glad', 'youve', 'manage', 'get', 'sort', 'take', 'care', 'stay', 'safe', 'dan']"
1964,"['blisajaynedowson', 'lisa', 'youll', 'call', 'digital', 'team', 'regard', 'still', 'cannot', 'see', 'barclaylxe2x80xa6', 'httpstconuxvatza8b']"
1965,"['bmegalecelectric', 'we', 'raise', 'xc2xa345', 'moment', 'chris', 'ill', 'pas', 'suggestion', 'team', 'though', 'nikki']"
1966,"['bjrw1916', 'jennifer', 'send', 'click', 'button', 'nikki', 'httpstcompqb4etryv']"
1967,"['bjayethomas6', 'jaye', 'were', 'look', 'meantime', 'youd', 'like', 'let', 'know', 'whxe2x80xa6', 'httpstcoykfh7zlopc']"
1968,"['bbluetreebiz', 'david', 'youve', 'reply', 'were', 'try', 'hard', 'deal', 'query', 'quickly', 'poxe2x80xa6', 'httpstcox6ux16qwhs']"
1969,"['bneilwilliams87', '22', 'due', 'current', 'situation', 'experience', 'high', 'call', 'queue', 'usual', 'moment', 'soxe2x80xa6', 'httpstcolxlqerv16i']"
1970,"['bneilwilliams87', 'neil', 'get', 'credit', 'balance', 'transfer', 'back', 'bank', 'account', 'wouldxe2x80xa6', 'httpstcoy7hmfogzv1']"
1971,"['bolivero13771028', 'explain', 'oliver', 'youre', 'situation', 'keep', 'check', 'linkxe2x80xa6', 'httpstcopjr5teqskp']"
1972,"['brsdrussell', 'keep', 'eye', 'page', 'well', 'update', 'news', 'become', 'available', 'regaxe2x80xa6', 'httpstcop7fs4sxhp8']"
1973,"['bcandacekendall_', 'candace', 'youd', 'like', 'detail', 'call', 'would', 'great', 'nikki']"
1974,"['bburdett_trevor', 'trevor', 'sorry', 'late', 'reply', 'come', 'back', 'youll', 'find', 'info', 'thatxe2x80xa6', 'httpstcobjeusmrh7h']"
1975,"['bshorny82', 'shaun', 'trip', 'cancel', 'due', 'covid19', 'take', 'look', 'link', 'explainsxe2x80xa6', 'httpstcogxqtdxumqr']"
1976,"['b_bethismint', 'beth', 'update', 'case', 'would', 'call', 'dispute', 'team', 'however', 'due', 'cxe2x80xa6', 'httpstcowizl9hwb43']"
1977,"['bamandam74063824', 'amanda', 'work', 'message', 'quickly', 'as', 'imagine', 'many', 'moxe2x80xa6', 'httpstcomy4pthl4x3']"
1978,"['bdansumner16', 'chellby_1', 'hi', 'dan', 'want', 'explain', 'situation', 'ill', 'see', 'suggest', 'thanksxe2x80xa6', 'httpstcohs1biclotc']"
1979,"['bcaptainshmit', 'you', 'find', 'website', 'httpstcoslprcvbk3e', 'youre', 'able', 'get', 'print', 'axe2x80xa6', 'httpstcoyw7ydmgmuk']"
1980,"['brussb4', 'russell', 'take', 'long', 'get', 'few', 'team', 'member', 'available', 'well', 'mxe2x80xa6', 'httpstcoopmcm36zby']"
1981,"['bashiyan', 'ashiyan', 'barclaycard', 'uk', 'askbarclaysus', 'able', 'address', 'theyre', 'available', '9xe2x80xa6', 'httpstcoptzotu5yfr']"
1982,"['bolivero13771028', 'oliver', 'didnt', 'get', 'help', 'want', 'can', 'explain', 'happen', 'nikki']"
1983,"['bchellby_1', 'hey', 'richelle', 'well', 'try', 'find', 'way', 'around', 'nikki']"
1984,"['bstevenbarr321', 'steven', 'update', 'provide', 'moment', 'you', 'keep', 'date', 'news', 'sxe2x80xa6', 'httpstconekgfjzo1y']"
1985,"['bfuran917', 'francis', 'trouble', 'online', 'still', 'ongoing', 'try', 'clearinxe2x80xa6', 'httpstcowormza9noc']"
1986,"['beaglehodgsonm', 'michael', 'delay', 'phone', 'weve', 'lot', 'customer', 'call', 'support', 'dxe2x80xa6', 'httpstco4iyz632rrf']"
1987,"['bfuck_twr', 'youre', 'problem', 'generally', 'manage', 'money', 'youxe2x80x99ll', 'find', 'helpful', 'advice', 'moneyxe2x80xa6', 'httpstcor1lcmotuel']"
1988,"['bfuck_twr', 'think', 'could', 'financially', 'impact', 'covid19', 'call', '0800', '046', '8324', 'find', 'cxe2x80xa6', 'httpstcoriut8mt5vq']"
1989,"['bfuck_twr', 'hello', 'therennwe', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'june', '202xe2x80xa6', 'httpstcoezvcojs4oc']"
1990,"['bliamnunn83', 'mate', 'youve', 'make', '8', 'hour', 'shift', 'end', 'good', 'news', 'thank', 'really', 'gladxe2x80xa6', 'httpstcoaeqdu1bt8c']"
1991,"['bliamnunn83', 'liam', 'say', 'youd', 'speak', 'digital', 'team', 'hour', '8am', '8pxe2x80xa6', 'httpstcorx2xt3gldi']"
1992,"['bdarrenappleby13', 'tori_learmonth', 'darren', 'apologies', 'due', 'impact', 'covid19', 'face', 'high', 'call', 'volumxe2x80xa6', 'httpstcoavchfhehgu']"
1993,"['bgiddypip', '22', 'reply', 'soon', 'please', 'bear', 'ill', 'see', 'answer', 'youxe2x80xa6', 'httpstcoj8vmrgeoid']"
1994,"['bgiddypip', 'apologies', 'jacqui', 'work', 'hard', 'answer', 'customer', 'query', 'unfortunatxe2x80xa6', 'httpstcosyengguunl']"
1995,"['bbarryswallow', 'afraid', 'barry', 'type', 'query', 'would', 'digital', 'team', 'youll', 'speak', 'withxe2x80xa6', 'httpstcoiuplztcolc']"
1996,"['bgregkozakiewicz', '22', 'know', 'ideal', 'would', 'give', 'call', '0800', '161', '5300', '8am', '8pm', 'dan']"
1997,"['bgregkozakiewicz', 'okay', 'greg', 'thanks', 'let', 'know', 'the', 'people', 'get', 'sort', 'digital', 'hexe2x80xa6', 'httpstcozivmnn5x6e']"
1998,"['bantsatwit', 'apple', 'anthony', 'sorry', 'late', 'reply', 'come', 'back', 'credit', 'back', 'barclayxe2x80xa6', 'httpstcogrdv2j9wcx']"
1999,"['bninatw', 'nina', 'take', 'long', 'come', 'back', 'work', 'hard', 'toxe2x80xa6', 'httpstcodcxxlysuuu']"
2000,"['bwhartland', 'fleetwaytravel', 'simoncalder', 'oh', 'bless', 'wendy', 'really', 'hope', 'get', 'sort', 'soon', 'takexe2x80xa6', 'httpstcoqnefb6dj3v']"
2001,"['bnickworthingt16', 'nick', 'take', 'long', 'come', 'back', 'work', 'hard', 'toxe2x80xa6', 'httpstcornrkqvv5y1']"
2002,"['bemma17louise_', 'ahh', 'see', 'really', 'something', 'like', 'dealt', 'teaxe2x80xa6', 'httpstcosuddkdsgnh']"
2003,"['bto', 'support', 'customer', 'strand', 'abroad', 'wexe2x80x99re', 'remove', 'nonsterling', 'transaction', 'fee', 'overseas', 'purchasexe2x80xa6', 'httpstcoizqq1q5qms']"
2004,"['beihlmagazine', 'okay', 'hear', 'there', 'anything', 'help', 'please', 'let', 'know', 'kristos']"
2005,"['bjrosmith', 'hear', 'the', 'address', 'barclaycard', 'customer', 'relations', 'dept', 'po', 'box', '9131', '51', 'saffron', 'roaxe2x80xa6', 'httpstcolkmuul10la']"
2006,"['bbrionyemma04', 'ive', 'drop', 'xf0x9fx98x8a', 'dean']"
2007,"['bwombattom', 'clarahopscotch', 'tom', 'staff', 'member', 'man', 'phone', 'help', 'wxe2x80xa6', 'httpstcoip8erv6z97']"
2008,"['beihlmagazine', 'thanks', 'get', 'touch', 'apology', 'hear', 'credit', 'limixe2x80xa6', 'httpstcouzaaz6n5jx']"
2009,"['bcmcilv', 'no', 'bother', 'mate', 'stay', 'safe', 'hopefully', 'speak', 'thing', 'less', 'mental', 'xf0x9fx98xa9', 'dan']"
2010,"['bbrionyemma04', 'sorry', 'briony', 'extremely', 'busy', 'is', 'specific', 'reason', 'sign', 'thexe2x80xa6', 'httpstcojcbt0xolzg']"
2011,"['btavish_86', '22', 'youre', 'able', 'leave', 'quieten', 'little', 'would', 'save', 'time', 'hold', 'onxe2x80xa6', 'httpstcottqouqimyb']"
2012,"['btavish_86', 'andy', 'we', 'get', 'credit', 'balance', 'transfer', 'back', 'bank', 'account', 'would', 'needxe2x80xa6', 'httpstco7hio6t72za']"
2013,"['bfilipinoboy89', 'hey', 'regard', 'barclaycard', 'germany', 'account', 'youd', 'reach', 'ourxe2x80xa6', 'httpstcotnr41kpwkk']"
2014,"['bdavidsullivan85', 'robynskiiiii', 'okay', 'david', 'glad', 'youve', 'able', 'make', 'payment', 'hopefully', 'thing', 'maxe2x80xa6', 'httpstcoru3r6hyguo']"
2015,"['bcmcilv', 'okay', 'case', 'youd', 'call', 'customer', 'service', 'could', 'get', 'one', 'sent', 'honestlyxe2x80xa6', 'httpstcoy1izssxmiw']"
2016,"['bdavidsullivan85', 'robynskiiiii', 'david', 'sorry', 'late', 'reply', 'manage', 'get', 'end', 'dan']"
2017,"['bmeaningfultrav1', 'lastminute_com', 'martinslewis', 'atolprotected', 'there', 'sorry', 'take', 'long', 'reply', 'supxe2x80xa6', 'httpstcokgeijirsjw']"
2018,"['bphilswinhoe', 'it', 'would', 'still', 'pop', 'post', 'phil', 'team', 'dont', 'email', 'address', 'dan']"
2019,"['bcmcilv', 'awesome', 'news', 'okay', 'heres', 'awesome', 'news', 'xf0x9fx98x92', 'youd', 'speak', 'digital', 'team', 'getxe2x80xa6', 'httpstco2sohzhlpwu']"
2020,"['bdanny8hull', 'dan', 'we', 'arrange', 'send', 'fund', 'back', 'however', 'would', 'speak', 'customerxe2x80xa6', 'httpstco1q4rmkaciq']"
2021,"['bcmcilv', 'connor', 'please', 'double', 'check', 'date', 'version', 'app', 'check', 'toxe2x80xa6', 'httpstcobzz8ucnbuq']"
2022,"['bphifep', 'phil', 'apologies', 'late', 'reply', 'come', 'back', 'weve', 'snow', 'due', 'covid19', 'havxe2x80xa6', 'httpstcoq8sqzc0rcm']"
